State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
900,04/03/2020,-36.3,-70.4,-69,-40.2,19.7,-61,-79.6,-15,-36.8
2500,04/03/2020,-34.4,-66.9,-69.3,-38.1,16.2,-60.9,-79,-11.6,-37.1
3400,04/03/2020,-30.8,-65.8,-66,-41.3,18,-62.6,-69.8,-11.2,-34.9
3600,04/03/2020,-33,-67.4,-72.2,-42.9,15,-63.8,-77.7,-12.2,-33.6
4400,04/03/2020,-40.7,-74.1,-71.1,-45.9,12.4,-56.7,-79.9,-15.9,-36.3
900,04/04/2020,-36,-70.4,-67.4,-40.8,18.6,-60.1,-79.7,-15.6,-37
2500,04/04/2020,-33.4,-66.9,-69.1,-36.6,18.9,-61,-78.6,-8.54,-34.3
3400,04/04/2020,-30.2,-64.9,-65.8,-41.3,18.3,-63.2,-70,-10.7,-34.1
3600,04/04/2020,-32.8,-67.2,-73.5,-43,15.6,-64.4,-78.1,-11.6,-32.9
4400,04/04/2020,-40.3,-73.6,-74,-45.9,15.4,-52.8,-80,-16,-38.7
900,04/05/2020,-34.9,-69.4,-67.1,-40.9,21.4,-60.2,-79,-15,-37.1
2500,04/05/2020,-32.6,-66.8,-69.8,-36.6,20.6,-61.8,-76.6,-7.61,-33.7
3400,04/05/2020,-29.5,-63.7,-66.3,-40.3,19.2,-62.9,-70.4,-9.58,-32.7
3600,04/05/2020,-32.2,-67.1,-73.5,-42,16.7,-64.1,-78.1,-10.2,-31.3
4400,04/05/2020,-39.6,-71.6,-76.9,-45.3,12.4,-48.9,-80.9,-16.1,-37
900,04/06/2020,-34.2,-68.7,-66.1,-41.6,21.3,-60.8,-78.7,-15.6,-37.7
2500,04/06/2020,-31.8,-66.7,-69.8,-35.8,21.9,-59.7,-75.9,-6,-31.6
3400,04/06/2020,-29.2,-63.8,-64.9,-40,19.7,-62.6,-70.2,-8.74,-31.5
3600,04/06/2020,-32.2,-67.1,-73.7,-41.5,17.3,-65.4,-78.6,-10.1,-31.3
4400,04/06/2020,-40.6,-71.6,-77.5,-46.3,11.7,-51.3,-81.9,-19,-40.4
900,04/07/2020,-34.5,-69.5,-68,-41.1,22.8,-60.4,-78.7,-15.4,-37.9
2500,04/07/2020,-31.5,-67,-70.1,-35.1,22.3,-60.8,-76.5,-4.81,-29.6
3400,04/07/2020,-29.3,-63.9,-65.2,-39.1,20.5,-62.4,-71.1,-8.38,-31.2
3600,04/07/2020,-32,-66.5,-73.6,-40.9,18,-65.9,-78.8,-9.68,-31
4400,04/07/2020,-40.7,-71.6,-78.6,-47.7,12.7,-50.4,-82.9,-15.9,-36
900,04/08/2020,-34,-69.4,-69.9,-41,24.6,-62.1,-80.4,-13.7,-36.6
2500,04/08/2020,-30.4,-66.7,-75.6,-33.6,23.7,-61.6,-77.8,-2.91,-27.9
3400,04/08/2020,-29.1,-63.5,-63.6,-38,21.4,-63.6,-74.1,-7.1,-29.8
3600,04/08/2020,-31.9,-66.6,-76.6,-40.6,18.4,-66.5,-80.6,-9.41,-30.9
4400,04/08/2020,-42.5,-72.5,-79.5,-47.7,20,-54.2,-84.9,-22.5,-45.9
900,04/09/2020,-34,-69.7,-70.3,-40.4,26,-64.2,-81.8,-12.7,-35.7
2500,04/09/2020,-30,-66.1,-79,-33.7,24.8,-61.4,-78.4,-1.15,-26
3400,04/09/2020,-29.1,-63.1,-61,-37.3,22.2,-65,-74.7,-6.41,-29.3
3600,04/09/2020,-31.2,-66,-76.1,-40,19.7,-66.3,-81.2,-8.76,-30.8
4400,04/09/2020,-42.2,-73,-80.3,-46.1,18.1,-55.1,-84,-23.1,-46
900,04/10/2020,-33.5,-70.1,-70.3,-37.9,30.1,-64.4,-82.2,-9.75,-33.7
2500,04/10/2020,-28.8,-65.5,-80.4,-33.9,29.2,-62.1,-79.5,2.23,-23.4
3400,04/10/2020,-29.3,-63,-61.2,-37.4,24.3,-65.5,-76.9,-5.24,-29
3600,04/10/2020,-31.5,-65.9,-77.1,-39.6,22.3,-67.5,-82.3,-7.65,-30.7
4400,04/10/2020,-40.3,-72.4,-81.2,-48.4,21.9,-61.5,-89.3,-21,-43.8
900,04/11/2020,-33,-69.8,-70.4,-36.9,33.1,-64.1,-82.2,-7.44,-31.9
2500,04/11/2020,-27.9,-65,-81.9,-33.5,32.4,-54.6,-79.9,4.01,-22.9
3400,04/11/2020,-28.8,-62.6,-59.7,-36.4,26,-65.4,-77.1,-3.7,-27.8
3600,04/11/2020,-31.1,-65.7,-76.3,-38.9,23.8,-67.6,-82.4,-6.74,-30.5
4400,04/11/2020,-41.1,-72.9,-82,-48.7,24.3,-64.2,-90,-18.7,-42.1
900,04/12/2020,-35.8,-71,-70.9,-41.3,24,-64.8,-83,-13.1,-35.5
2500,04/12/2020,-30.5,-66.1,-82.6,-37.4,23.9,-55.4,-79.9,-2.48,-26.9
3400,04/12/2020,-31.4,-63.8,-59,-40.2,17,-65.5,-78.1,-9.8,-31.7
3600,04/12/2020,-33.4,-66.2,-77.3,-42.2,14.7,-67.6,-82.5,-13.3,-34.9
4400,04/12/2020,-44.6,-74.7,-82.9,-53.8,17.7,-66.8,-90.9,-25,-47
900,04/13/2020,-37.4,-72.2,-72.7,-41.4,19.6,-65.7,-84.5,-14.1,-34.8
2500,04/13/2020,-31.4,-66.5,-82.1,-38.7,21,-58.3,-80,-3.71,-26.9
3400,04/13/2020,-32.5,-64.2,-59.9,-40.7,12.6,-67.4,-78.8,-11.9,-32.1
3600,04/13/2020,-34.1,-66.3,-78.4,-42.8,11.9,-67.7,-82.4,-14.7,-35.3
4400,04/13/2020,-44,-75,-81.2,-53.6,15.1,-66.4,-90.9,-24.9,-45.8
900,04/14/2020,-36.8,-71.4,-74.4,-40.7,21.3,-66.2,-84.4,-13,-34.2
2500,04/14/2020,-30.6,-65.8,-80.3,-37.9,23.7,-57.1,-80,-1.64,-25.1
3400,04/14/2020,-31.8,-63.6,-58.6,-40,13.7,-66.7,-78.5,-10.2,-30.1
3600,04/14/2020,-33.5,-66.3,-78.8,-42.2,12.9,-66.5,-82.3,-13.3,-33.7
4400,04/14/2020,-43.5,-75,-80.5,-53.2,16.2,-66.1,-90.9,-25.1,-46.1
900,04/15/2020,-35.7,-71.1,-74.1,-38.9,22.5,-61.2,-83.5,-12,-32.8
2500,04/15/2020,-29.5,-65.4,-77.9,-38,24.3,-53.5,-81.9,-0.904,-23.6
3400,04/15/2020,-30,-63,-57.2,-37.9,14.6,-62.8,-76.7,-8.21,-27.2
3600,04/15/2020,-31.1,-65.1,-77.7,-39.7,14.7,-63.8,-82.5,-10.3,-29.9
4400,04/15/2020,-41.8,-74.4,-80.2,-51.2,11.6,-65.8,-90.1,-15.1,-32.3
900,04/16/2020,-34.5,-71.1,-75.7,-37.7,20.7,-57.4,-80.9,-12.2,-31.9
2500,04/16/2020,-28.4,-64.7,-75.9,-35.7,23,-50.5,-82.8,-0.179,-20.8
3400,04/16/2020,-28.6,-62.9,-58.8,-36,13.9,-60.5,-76.2,-7.01,-24.3
3600,04/16/2020,-30,-65.1,-76.3,-37.6,14.2,-62.4,-82,-8.84,-26.9
4400,04/16/2020,-41.8,-73.6,-80.3,-50.4,10.3,-65.5,-91.4,-14,-29.6
900,04/17/2020,-33.7,-71,-74.8,-38,16.8,-54.5,-80.8,-12.6,-30.4
2500,04/17/2020,-28.4,-64.6,-76,-34.1,18.9,-50,-83.6,-2.11,-20.8
3400,04/17/2020,-27.1,-62.2,-57.9,-34.2,10.8,-58.1,-75.9,-6.7,-21.4
3600,04/17/2020,-28.5,-64.5,-75.5,-35.9,11.4,-61.1,-81.4,-8.01,-23.5
4400,04/17/2020,-42.3,-74.1,-81.7,-46.1,4.17,-65.2,-91.4,-11.9,-23.4
900,04/18/2020,-33.4,-71.1,-76.3,-37.1,11.7,-55.5,-80.3,-13.8,-29.8
2500,04/18/2020,-29.6,-64.7,-75.8,-34.3,10.5,-56.1,-83.3,-6.74,-22.2
3400,04/18/2020,-26.5,-61.9,-59.7,-33.6,6.75,-57.4,-74.9,-7.45,-19.8
3600,04/18/2020,-27.8,-64.2,-76,-34.6,7.47,-59.7,-81.1,-8.26,-21.2
4400,04/18/2020,-43,-74.1,-81.9,-46.6,-3.69,-64.8,-92.1,-15,-23.3
900,04/19/2020,-31.6,-70.1,-75.8,-35.5,12.1,-53.2,-79.4,-11.4,-26.9
2500,04/19/2020,-26.8,-62.5,-74.4,-31.7,12.5,-55.2,-84,-2.81,-17.4
3400,04/19/2020,-23.9,-60.3,-60.4,-31.6,8.31,-55.8,-73.1,-4.65,-16.3
3600,04/19/2020,-25.4,-62.9,-76,-33.2,9.07,-58.6,-80.8,-5.08,-17.3
4400,04/19/2020,-39.5,-72.8,-78.1,-44.2,-0.576,-64.5,-91.9,-9.84,-18
900,04/20/2020,-29.9,-69,-75.1,-34.7,11.6,-49.3,-78.8,-10.6,-25.7
2500,04/20/2020,-26.6,-61,-73.6,-32.9,6.25,-52.3,-84.8,-5.56,-17.6
3400,04/20/2020,-22.7,-59.2,-60.1,-31,5.93,-52.2,-72.9,-5.13,-15.4
3600,04/20/2020,-23.9,-61.5,-74.5,-31.7,5.67,-56.4,-80.9,-5.26,-15.1
4400,04/20/2020,-38.3,-71.5,-78.2,-44.4,-3.42,-65.3,-92.3,-9.05,-14.5
900,04/21/2020,-27.5,-68.7,-71.6,-29.5,18.4,-46.9,-79.6,-5.2,-20.9
2500,04/21/2020,-22.9,-59.8,-73.7,-26.1,16.4,-53,-84,3.25,-9.88
3400,04/21/2020,-19.5,-58.7,-60.2,-24.6,13,-52.3,-72.4,1.34,-9.23
3600,04/21/2020,-20.8,-60.6,-73.5,-25.9,12.7,-56.1,-80.9,1.09,-9.12
4400,04/21/2020,-36.3,-71.1,-76.4,-39.7,2.53,-66.1,-89.3,-2.79,-8.05
900,04/22/2020,-27.9,-68.3,-70.5,-29.8,17.4,-52.4,-78.2,-5.68,-21.1
2500,04/22/2020,-23,-59.4,-75.7,-24.1,15.2,-54.3,-83.3,2.96,-9.58
3400,04/22/2020,-19.5,-59.1,-61.6,-26.3,14,-51.8,-72.6,0.69,-10.8
3600,04/22/2020,-22.1,-61.2,-75.4,-27.1,12.2,-58.9,-81.1,-0.361,-11
4400,04/22/2020,-31.9,-70.3,-78.4,-39.6,5.87,-67,-88.9,7.09,8.28
900,04/23/2020,-29.2,-67.5,-71.4,-31.6,15.6,-58,-80.9,-7.06,-22.1
2500,04/23/2020,-23.3,-59.2,-74.9,-24,13.2,-53.7,-81.6,2.48,-8.61
3400,04/23/2020,-20.5,-60.2,-61.8,-27.6,14.9,-52.3,-72.8,-0.284,-13
3600,04/23/2020,-22.8,-61.5,-77.9,-28.5,12.4,-57.7,-81.8,-1.27,-12.5
4400,04/23/2020,-29.8,-69.8,-77.8,-41.6,10.6,-67.8,-81.9,7.93,5.84
900,04/24/2020,-29.9,-66.4,-70,-31.9,14.5,-61.6,-81.5,-8.7,-23.8
2500,04/24/2020,-23.8,-59.1,-73,-23.5,12.3,-56.1,-79.5,1.88,-8.68
3400,04/24/2020,-21.9,-61.1,-62.3,-28.8,14.9,-52.2,-72.9,-2.01,-15.7
3600,04/24/2020,-23.5,-62,-78.1,-29.6,12.7,-57.5,-81.8,-2.32,-14.3
4400,04/24/2020,-30.5,-68.7,-80.3,-43.7,10.9,-68.6,-75.7,5.6,1.61
900,04/25/2020,-30,-64.4,-66.9,-33.9,15.3,-61.4,-82.3,-9.82,-25.3
2500,04/25/2020,-22.5,-55.3,-72.6,-23.4,15,-56.7,-78.4,4.33,-6.13
3400,04/25/2020,-21.9,-60.9,-62.2,-29.3,18.9,-53,-73.6,-0.711,-15.9
3600,04/25/2020,-23.6,-61.3,-77.3,-30.6,14.7,-57.9,-81.6,-2.44,-15.6
4400,04/25/2020,-29,-66.9,-80.7,-41.9,10.2,-69.4,-75.3,6.38,3.83
900,04/26/2020,-29.7,-63.7,-68,-30.6,23.7,-63.9,-82,-5.95,-23.6
2500,04/26/2020,-22,-55,-72.9,-18.8,22.5,-58,-79.2,8.58,-4.64
3400,04/26/2020,-21.8,-61.2,-62.3,-26.2,28.2,-54,-74.7,3.56,-14.8
3600,04/26/2020,-23.5,-60.9,-76.7,-27.2,22.6,-58.9,-82.5,1.46,-14.3
4400,04/26/2020,-27.3,-67.4,-81.2,-39.2,13.6,-70.2,-76.7,8.22,4.98
900,04/27/2020,-29.1,-63.5,-68.1,-28.5,30.9,-65.4,-81.8,-3.1,-22.3
2500,04/27/2020,-20.5,-55.6,-72.5,-12.8,33.6,-58.7,-79,14.3,-2.88
3400,04/27/2020,-20.6,-61.2,-62.1,-23.2,38.9,-54.8,-74.5,8.64,-12.8
3600,04/27/2020,-22.5,-60.7,-76.6,-25.6,31.7,-59.2,-82.1,5.47,-13.3
4400,04/27/2020,-27.1,-67.4,-81.8,-38.2,21.8,-69.3,-74.4,9.25,1.22
900,04/28/2020,-30.3,-63.9,-70.2,-33.1,19.8,-65.7,-81.4,-8.29,-24.5
2500,04/28/2020,-23.3,-56.9,-73.5,-19.7,18.5,-57.3,-79.4,4.49,-8.66
3400,04/28/2020,-22.8,-61.5,-62.8,-28.7,28.5,-55,-75.1,1.66,-17.6
3600,04/28/2020,-24.7,-61.2,-77.5,-30.3,21.8,-59.5,-82.2,-1.35,-18.2
4400,04/28/2020,-27.7,-67.3,-80.2,-39.9,11.6,-68.5,-79.1,4.78,0.567
900,04/29/2020,-29,-63.9,-68.5,-32.1,20.2,-63.1,-82.1,-6.7,-22.5
2500,04/29/2020,-22.7,-56.2,-72.2,-17.4,20.3,-59.6,-79,6.84,-5.57
3400,04/29/2020,-22.6,-60.9,-61.4,-26.6,27.3,-56,-75.4,2.24,-16.2
3600,04/29/2020,-23.7,-60.7,-76.5,-28.6,22,-58.2,-81.8,0.106,-16
4400,04/29/2020,-29.6,-68.7,-79.9,-39.1,10.9,-67.6,-77.5,-3.12,-13.5
900,04/30/2020,-27.3,-64,-65.8,-28.8,22.8,-61.6,-80.6,-3.48,-19.4
2500,04/30/2020,-21.6,-55.9,-72.4,-15.9,22.9,-62.3,-79.9,8.28,-5.18
3400,04/30/2020,-21.7,-59.6,-59.9,-25.2,26.7,-55,-74.5,3.24,-14.3
3600,04/30/2020,-22.9,-59.9,-75,-26.7,21.8,-58.6,-80.6,0.783,-14.9
4400,04/30/2020,-30.3,-69,-81.4,-33.5,9.23,-66.8,-83.1,-1.28,-9.16
900,05/01/2020,-26.4,-63.4,-66.7,-27,24.6,-57,-78.1,-1.51,-17.3
2500,05/01/2020,-20,-55.2,-70.9,-12.7,24.5,-58.6,-78.8,11.5,-0.47
3400,05/01/2020,-20,-57.9,-64.1,-21.9,28.3,-55.1,-73,6.76,-9.71
3600,05/01/2020,-21.4,-58.5,-76,-23.6,23.9,-58.1,-78.7,3.71,-11.4
4400,05/01/2020,-29.1,-68.3,-79.9,-30.4,10.4,-65.9,-87.9,0.772,-6.75
900,05/02/2020,-24.8,-63,-67.9,-24.2,27.6,-57.9,-75.7,3.33,-11.7
2500,05/02/2020,-19,-56.5,-69.5,-11,27.2,-58.1,-77.6,14.1,2.23
3400,05/02/2020,-19.3,-56.3,-62.5,-20.6,28.6,-55,-72,8.12,-7.63
3600,05/02/2020,-20.1,-57.3,-75.2,-21.6,25.2,-58.6,-78.4,6.54,-7.63
4400,05/02/2020,-27.7,-68.7,-81.6,-26.4,16.1,-65,-87.3,2.73,-7.11
900,05/03/2020,-22.8,-62,-64,-22.5,30.2,-55.7,-75.4,6.19,-8.67
2500,05/03/2020,-18.8,-56.6,-69.1,-11.5,28.8,-57.6,-74.4,15.6,3.88
3400,05/03/2020,-18,-54.8,-61.8,-20.3,28.8,-56.3,-69.9,9.8,-5.03
3600,05/03/2020,-18.8,-56.4,-75.2,-20.8,25.4,-59.4,-76.9,8.18,-5.01
4400,05/03/2020,-27,-66.9,-81.2,-27.4,16.6,-64.2,-86.2,4.35,-4.5
900,05/04/2020,-21.9,-62,-63,-21.7,27.3,-55.1,-74.4,6.27,-7.12
2500,05/04/2020,-17,-56,-69.6,-10.3,31.2,-54.3,-73.2,19.5,9.21
3400,05/04/2020,-16.8,-54.7,-61.5,-19.3,29,-55.8,-68.9,11.1,-2.8
3600,05/04/2020,-17.7,-56.7,-74.8,-20.2,26.2,-58.8,-75.4,9.61,-3.16
4400,05/04/2020,-26,-67.6,-81.4,-24.9,18.9,-64.5,-88.2,8.03,0.185
900,05/05/2020,-21.1,-60.9,-63.3,-21.2,27.1,-55.1,-72.3,6.75,-6.19
2500,05/05/2020,-16.7,-56.4,-69.5,-9.78,30.8,-54.4,-73,19.2,9.19
3400,05/05/2020,-16,-54,-60,-19.1,29.3,-55.2,-67.4,12,-1.5
3600,05/05/2020,-16.6,-56,-73.6,-19.5,26.8,-57,-74.1,10.9,-1.37
4400,05/05/2020,-24.7,-67.2,-82.1,-24.2,18.8,-64.9,-84.8,8.14,0.825
900,05/06/2020,-21.1,-60.6,-65,-21.4,25.5,-56,-72.1,6.8,-5.09
2500,05/06/2020,-16.1,-56.9,-68.1,-9.87,30.1,-54.4,-71.7,19.4,10.1
3400,05/06/2020,-15.7,-54.6,-60.4,-19.2,28.3,-55.5,-66.6,12.2,-0.344
3600,05/06/2020,-16.8,-56,-73.6,-19.5,25.7,-56.3,-73.5,10.5,-1.07
4400,05/06/2020,-24.9,-66.2,-81.7,-23,18.1,-65.2,-83.9,9.49,4.23
900,05/07/2020,-20.9,-60.2,-65.8,-21.9,23.9,-55.8,-74.5,6.4,-4.63
2500,05/07/2020,-16.2,-57.1,-68.5,-8.72,30,-53.1,-72.7,19.2,10.1
3400,05/07/2020,-15.1,-54.9,-60,-18.5,27.7,-55.8,-66.8,12.9,1.38
3600,05/07/2020,-15.7,-55.8,-73.3,-18.4,25.9,-55.7,-74.2,11.8,1.1
4400,05/07/2020,-25,-67.3,-80.1,-26.7,17.2,-65.6,-84.4,7.56,1.63
900,05/08/2020,-20.5,-61,-65.6,-21.4,25.3,-59.1,-75.5,7.35,-3.93
2500,05/08/2020,-15.8,-56.7,-69.3,-10.7,30.6,-55.4,-74,17.9,7.17
3400,05/08/2020,-14.7,-54.6,-53.6,-19.4,28.9,-55.7,-66.8,13.2,0.972
3600,05/08/2020,-15.9,-55.6,-71.4,-19.2,26.3,-55.2,-75.5,11.1,-0.457
4400,05/08/2020,-23.3,-68,-73.9,-26.3,21.5,-65.9,-84.6,8.79,1.19
900,05/09/2020,-20.4,-61.8,-64.4,-20.6,28.9,-58.1,-76.5,7.65,-5.59
2500,05/09/2020,-15.6,-56.9,-69.4,-9.97,32.9,-55,-76.4,18.6,6.34
3400,05/09/2020,-13.5,-54.7,-53,-17.1,32.1,-55.7,-67.2,15.1,1.69
3600,05/09/2020,-15.6,-55.6,-72.3,-18.3,29.8,-55,-75.5,12.2,-1.11
4400,05/09/2020,-22.5,-66.7,-67.1,-26.6,27.5,-66.2,-85.3,13.4,4.18
900,05/10/2020,-21.5,-59.5,-65.6,-23.2,24.9,-58.8,-77.3,3.6,-9.79
2500,05/10/2020,-15.5,-53.3,-68.7,-11.5,28.4,-54.5,-79.3,15.1,3.49
3400,05/10/2020,-14,-51.9,-52.4,-18.2,29.6,-55.6,-67.3,12.4,-1.2
3600,05/10/2020,-17,-53.2,-72.2,-20.8,26.4,-54.1,-76.2,8.67,-4.74
4400,05/10/2020,-23.2,-65.2,-68.5,-23.7,27.1,-66.6,-85.3,12.9,3.17
900,05/11/2020,-22.2,-59.1,-67.4,-25,23,-58.3,-77.6,1.8,-11.5
2500,05/11/2020,-17.7,-52.7,-68.9,-13.3,22.3,-59.1,-79,9.36,-1.93
3400,05/11/2020,-16.2,-51.2,-53.3,-20.9,23.4,-56.3,-67.4,7.35,-5.34
3600,05/11/2020,-19,-52.5,-73,-23.3,21,-54,-77.4,3.85,-9.02
4400,05/11/2020,-24.4,-65.5,-66.9,-24,21.2,-64.1,-83.6,9.06,0.85
900,05/12/2020,-23.3,-61.5,-66.5,-25,20.7,-58.9,-79.2,1.32,-11.1
2500,05/12/2020,-17.5,-53.8,-67.7,-11.3,22.3,-60.1,-77.8,10.7,0.537
3400,05/12/2020,-16.1,-53.3,-51.2,-19,23.4,-55.1,-68.1,8.92,-2.61
3600,05/12/2020,-19.6,-54.1,-72.6,-21.9,20.3,-55.5,-77.3,4.29,-7.85
4400,05/12/2020,-25.7,-67.4,-65.9,-23.4,20.6,-61.6,-83.6,9.35,1.47
900,05/13/2020,-23.5,-61.2,-66.5,-24.8,19.6,-59.3,-78.6,0.746,-11.4
2500,05/13/2020,-17.1,-53.3,-66.3,-10.9,21,-60.1,-78.2,10,0.281
3400,05/13/2020,-15.1,-51.9,-49.4,-18.3,23.6,-53.2,-67.4,9.85,-1.21
3600,05/13/2020,-18.2,-53.2,-71.8,-21.7,20.4,-55.4,-76,5.28,-6.29
4400,05/13/2020,-27.1,-68,-65,-24.8,14.7,-59,-85.2,6.77,0.767
900,05/14/2020,-23.4,-60.2,-64,-24.5,18.5,-59.3,-75.7,1.51,-9.51
2500,05/14/2020,-17,-51.9,-64.6,-12.2,19.9,-60.6,-76,10.9,2.81
3400,05/14/2020,-14.8,-50.4,-49.4,-18,23.1,-51.8,-66.4,10.4,0.017
3600,05/14/2020,-18.2,-52.5,-70.9,-22.1,19.8,-55.4,-76.4,5.39,-5.7
4400,05/14/2020,-25.4,-65.8,-64.8,-23.4,12.5,-56.5,-86.7,7.48,3.4
900,05/15/2020,-22.5,-58.7,-60.9,-24.1,17.1,-58.3,-74.7,1.38,-8.74
2500,05/15/2020,-16.5,-51.1,-63.9,-11.4,19,-60.1,-76,12.2,6.03
3400,05/15/2020,-14.5,-49.5,-50.4,-18,22.2,-51.3,-67.5,10.6,1.06
3600,05/15/2020,-18,-52.4,-68.2,-22.7,17.9,-56.9,-75.3,5.34,-4.37
4400,05/15/2020,-25,-64.4,-68.3,-24.2,8.47,-54,-85.8,7.42,6.46
900,05/16/2020,-22.6,-57.7,-58.9,-24.4,13.7,-59.2,-75.2,0.442,-8.03
2500,05/16/2020,-15.8,-50.6,-60.8,-10.2,16.5,-58.9,-75.2,13.1,10.2
3400,05/16/2020,-14.8,-48.6,-51.3,-18.9,19.4,-50.4,-68,9.79,2.14
3600,05/16/2020,-17.9,-51.6,-65.8,-23.5,15,-56.7,-75,4.31,-3.9
4400,05/16/2020,-25.4,-64.2,-72.9,-25.9,3.69,-51.5,-81.5,4.8,5.84
900,05/17/2020,-22.3,-59.1,-59.2,-21.2,15.3,-59.2,-74.4,3.06,-4.67
2500,05/17/2020,-14.4,-52.7,-60.3,-6.11,19.9,-57.6,-74.9,17.8,16.3
3400,05/17/2020,-13.8,-50,-52.1,-16.5,22.9,-48.8,-68.7,13.3,5.76
3600,05/17/2020,-16.6,-53.6,-65.8,-21,19.1,-55.9,-74.2,8.18,-0.159
4400,05/17/2020,-24.7,-65.9,-58.6,-25.8,4.11,-49,-80.9,8.1,11.7
900,05/18/2020,-20.9,-58,-58.2,-17.6,19.4,-59.1,-73,6.02,-2.33
2500,05/18/2020,-11.6,-52.6,-58.3,-1.99,26.3,-55.1,-75,24.6,23.5
3400,05/18/2020,-11,-49.4,-51.3,-12.1,28.2,-46.2,-69,18.8,11.4
3600,05/18/2020,-14.4,-53.4,-64.9,-17,24.9,-55.4,-73.7,13.7,5.19
4400,05/18/2020,-22.1,-64.9,-60.9,-23.2,7.13,-49.6,-78.2,11.4,15.4
900,05/19/2020,-20.7,-55.9,-60.5,-17.4,17,-58.1,-72.9,4.55,-3.25
2500,05/19/2020,-11.3,-51,-57.9,-3.43,24,-52.1,-76.3,21.9,20.6
3400,05/19/2020,-11,-47,-53.3,-13.4,26.8,-44.4,-69.2,16.5,8.38
3600,05/19/2020,-14,-51.7,-65.2,-18.1,23.3,-53.4,-73.7,12.1,3.73
4400,05/19/2020,-19.4,-62.6,-63.2,-25.5,5.92,-50.2,-66.2,12.3,18.3
900,05/20/2020,-19.9,-55.3,-57.7,-16.1,17.3,-55.1,-73.4,4.86,-2.81
2500,05/20/2020,-10.2,-50.5,-58.3,-2.48,24.2,-49,-76.3,23.4,23.2
3400,05/20/2020,-10.9,-46.9,-53.2,-13.4,26.2,-44.5,-70,15.6,7.36
3600,05/20/2020,-14.3,-51.4,-64.9,-17.7,22.9,-51.4,-74.5,11.8,3.57
4400,05/20/2020,-18,-61.4,-65.6,-22.9,10.6,-50.8,-67.2,14.5,18.1
900,05/21/2020,-20,-55.3,-58,-16.3,18.3,-53.9,-73.4,5.34,-2.57
2500,05/21/2020,-9.1,-50,-58.3,-2.99,24.5,-48.2,-76.8,22.7,21.6
3400,05/21/2020,-10.8,-46.6,-51.2,-13.7,26.5,-43.3,-70.1,15.1,6.5
3600,05/21/2020,-13.9,-50.9,-64.1,-18.3,23.9,-49.6,-73.1,12,3.33
4400,05/21/2020,-18,-61.8,-67.9,-24.1,10.7,-51.5,-64.8,10.7,11.2
900,05/22/2020,-19.7,-54.3,-59.2,-16.4,18.4,-50.1,-74,6.65,-0.538
2500,05/22/2020,-7.7,-49.6,-56.2,-1.9,25.8,-43.7,-76.7,24.6,24.2
3400,05/22/2020,-9.97,-46.4,-47.9,-13.6,26,-40.7,-68.1,15,6.72
3600,05/22/2020,-12.7,-49.8,-63,-17.3,26,-47.3,-73.1,13.2,4.04
4400,05/22/2020,-19.1,-61.9,-70.2,-22,10.9,-52.1,-71.5,9.8,9.62
900,05/23/2020,-19,-54.1,-62.8,-14,17.6,-49.6,-73.4,8.24,2.46
2500,05/23/2020,-8.85,-49.8,-58.1,-2.08,24.4,-43.9,-75.8,22.2,20.9
3400,05/23/2020,-9.87,-46.8,-45.3,-13.9,24.8,-40.9,-66.7,14.2,6.04
3600,05/23/2020,-13.2,-50.3,-66.6,-16.6,25.2,-48.6,-72.5,12.5,3.39
4400,05/23/2020,-20.6,-62.1,-72.6,-19.8,8.3,-52.7,-73.4,10.7,13.3
900,05/24/2020,-18.6,-54,-63.3,-16.7,16.7,-49.7,-73.4,6.28,-0.094
2500,05/24/2020,-9.81,-49.7,-58,-6.54,21.8,-44.9,-75.7,19,17.1
3400,05/24/2020,-10.6,-47.8,-42.2,-15.3,20.3,-41.2,-66.4,11.3,4.27
3600,05/24/2020,-13.8,-50.5,-65.6,-18.5,21.5,-48.8,-73.1,9.22,0.339
4400,05/24/2020,-22.1,-62.1,-74.9,-21.2,5.94,-53.3,-77.9,7.12,8.73
900,05/25/2020,-19.9,-54.1,-59.6,-21.6,10.7,-45.6,-73.8,0.69,-5.4
2500,05/25/2020,-11.4,-50,-59.4,-13,15.8,-29.7,-77.9,11.1,7.26
3400,05/25/2020,-11.3,-47.1,-41.9,-19.3,16.3,-38.3,-65.8,6.36,-1.55
3600,05/25/2020,-14.5,-49.4,-65,-23,16.5,-47.5,-72.5,3,-6.71
4400,05/25/2020,-23.6,-61.9,-75.6,-24.1,2.38,-53.3,-81.2,0.612,-0.127
900,05/26/2020,-17.4,-51,-63.6,-17.9,15.6,-46,-72.1,5.85,-0.113
2500,05/26/2020,-11.1,-48.9,-60.1,-10.3,19,-44,-76.4,15.5,13
3400,05/26/2020,-11.3,-46.8,-44.4,-17.9,16.8,-38.9,-65.9,8.72,2.4
3600,05/26/2020,-14.7,-49.2,-67.2,-21.2,18.7,-48.4,-73.6,6.17,-2.81
